author_id,article_id,author_num
1933,1616,1
30,1616,2
7539,1616,3
959,1616,4
3286,1616,6
5950,1616,9
1959,1617,2
5,1619,8
918,1620,1
875,1620,2
875,1620,7
2288,1620,9
1044,1620,10
5155,1620,11
540,1620,13
1053,1620,14
2475,1620,16
1326,1620,17
7530,1620,22
159,1620,23
3286,1620,24
3171,1620,25
434,1620,30
5020,1620,31
4271,1622,2
23,1622,3
70,1623,1
32,1624,1
83,1625,3
40,1626,4
7381,1626,5
34,1627,1
45,1628,1
875,1628,2
9,1629,5
2063,1631,1
961,1631,2
1926,1631,3
2278,1631,4
2105,1631,5
2322,1631,6
2105,1631,7
7958,1631,8
7778,1631,10
4534,1631,11
22,1632,1
44,1633,2
77,1634,2
53,1635,3
7,1637,1
27,1638,1
4307,1638,8
12,1639,3
89,1640,1
5455,1641,2
102,1641,3
5020,1641,4
5020,1641,6
68,1641,7
8,1643,1
42,1644,5
58,1645,2
80,1646,2
86,1647,2
20,1648,1
71,1650,1
6834,1651,1
2,1651,6
6747,1652,2
64,1652,5
14,1653,9
966,1654,1
91,1654,2
7119,1654,4
273,1654,6
88,1656,1
48,1657,1
9593,1657,3
2092,1658,2
959,1658,3
2278,1658,4
51,1658,5
49,1660,8
21,1661,1
67,1662,1
79,1664,1
24,1665,1
984,1665,2
18,1667,2
792,1668,2
7539,1668,7
4398,1668,13
31,1670,1
47,1671,1
54,1672,2
41,1673,2
450,1674,1
1959,1674,3
62,1677,5
5,1678,3
9,1680,5
27,1681,1
45,1682,2
83,1683,1
92,1684,1
53,1685,2
77,1687,5
80,1688,1
32,1689,2
1799,1690,3
2105,1690,5
1040,1690,6
4965,1690,7
2278,1690,8
7,1691,1
959,1692,1
9772,1692,2
2155,1692,4
30,1692,5
1933,1692,6
44,1694,1
23,1695,2
1962,1696,2
3911,1696,8
34,1698,1
89,1699,1
826,1700,1
42,1700,4
12,1701,1
102,1702,8
68,1702,10
14,1703,3
40,1704,2
2105,1705,22
93,1705,23
7812,1705,27
4548,1705,31
79,1706,5
20,1707,1
51,1710,1
4854,1710,3
71,1711,1
48,1712,1
8,1714,1
20,1714,6
1592,1715,1
2,1715,2
31,1716,2
10,1717,2
2473,1718,1
24,1718,2
966,1720,1
91,1720,3
273,1720,4
54,1724,1
2341,1727,1
64,1727,3
86,1728,1
21,1730,1
2105,1731,1
49,1731,5
7539,1732,2
792,1732,5
2182,1732,10
4398,1732,11
67,1733,1
67,1733,2
3070,1733,3
6517,1733,4
3171,1733,8
18,1734,1
1090,1735,1
5455,1735,3
5139,1735,5
6745,1735,6
364,1735,8
47,1735,9
1828,1735,10
3077,1736,2
6887,1736,3
1959,1736,5
45,1737,1
6228,1737,3
44,1738,1
9,1739,4
12,1741,1
34,1742,1
32,1744,2
60,1745,3
42,1746,1
22,1747,1
77,1748,1
80,1749,2
41,1750,1
93,1752,1
27,1753,1
8715,1753,5
89,1754,1
1040,1755,1
2897,1755,3
2569,1755,5
58,1755,6
92,1756,5
2278,1757,1
14,1758,2
62,1760,2
83,1761,2
71,1762,1
1936,1763,2
91,1763,4
7119,1763,5
273,1763,7
3047,1764,1
68,1764,2
5365,1764,4
1933,1764,5
5020,1764,6
966,1764,7
53,1765,2
1965,1768,1
20,1768,2
40,1769,4
8,1770,1
23,1772,1
31,1773,2
1592,1774,1
2,1774,2
5,1775,36
554,1777,3
24,1778,1
5593,1778,2
8779,1779,1
5139,1779,3
21,1779,4
30,1780,3
1933,1780,6
64,1781,6
88,1782,2
51,1785,1
49,1786,2
47,1787,1
2580,1787,3
419,1787,5
259,1787,6
18,1789,3
67,1790,1
450,1790,2
3070,1790,4
3171,1790,6
86,1791,1
32,1792,1
45,1793,1
7924,1793,2
48,1794,1
54,1795,1
44,1796,2
1959,1797,1
9709,1799,1
7119,1799,2
3783,1799,6
792,1799,7
12,1800,2
7001,1801,1
58,1801,3
4976,1801,6
60,1802,3
42,1803,3
8,1805,3
1118,1807,1
9211,1807,3
456,1807,5
5139,1807,6
68,1807,7
1769,1807,8
92,1808,1
53,1809,2
41,1811,1
34,1813,2
966,1814,3
91,1814,4
7119,1814,5
273,1814,7
71,1815,1
14,1816,2
2288,1817,1
79,1817,2
1286,1817,3
2408,1817,5
27,1818,1
31,1819,1
31,1819,3
62,1820,3
9,1821,2
77,1823,1
83,1824,3
93,1826,1
8171,1826,3
64,1828,4
2,1829,2
49,1830,8
89,1831,1
7089,1832,1
6231,1832,2
30,1832,3
1933,1832,4
51,1833,1
826,1833,2
20,1835,1
7831,1837,2
67,1837,6
12,1838,1
40,1839,2
2372,1840,1
4598,1840,3
7758,1840,4
102,1840,6
6418,1840,7
47,1840,8
3194,1840,9
88,1841,2
23,1843,2
21,1845,5
24,1849,1
42,1850,4
45,1851,1
1959,1852,2
3907,1852,3
48,1855,1
2736,1856,2
92,1856,4
86,1857,2
34,1858,2
14,1859,3
1712,1861,4
792,1861,5
67,1861,6
7119,1861,7
114,1861,9
44,1864,1
80,1871,6
41,1872,2
9211,1873,1
3926,1873,3
3926,1873,4
68,1873,5
49,1874,7
83,1875,9
79,1876,8
95,1877,2
94,1878,1
3222,1878,4
51,1879,2
6231,1880,1
1933,1880,2
30,1880,3
1648,1880,4
1933,1880,6
96,1881,1
1437,1882,4
9582,1882,5
64,1882,9
3593,1882,10
53,1883,4
7879,1883,6
21,1884,3
7583,1885,3
27,1886,1
93,1887,1
77,1888,1
23,1891,2
2,1892,4
91,1893,1
31,1893,3
5155,1894,2
67,1894,4
3171,1894,5
2304,1895,1
450,1895,2
1959,1895,5
42,1896,1
62,1897,1
20,1898,1
92,1900,1
45,1901,1
24,1902,2
89,1904,1
88,1905,1
12,1906,7
2941,1907,7
47,1908,1
3855,1908,4
8,1909,3
54,1911,2
7119,1913,1
91,1913,2
7119,1913,3
2389,1913,6
34,1914,2
18,1916,1
9565,1917,8
3911,1917,21
102,1920,1
5455,1920,3
5020,1920,4
3093,1920,6
1888,1920,7
68,1920,8
44,1924,5
79,1925,2
94,1926,1
86,1927,3
1437,1928,1
64,1928,4
14,1929,2
5020,1931,1
2,1931,2
80,1932,1
51,1933,1
4637,1935,19
7628,1935,27
722,1935,35
792,1935,39
6294,1935,63
31,1936,1
41,1937,1
3077,1938,6
1959,1938,7
97,1939,1
23,1940,3
93,1941,1
9,1942,5
1933,1943,1
3194,1943,2
30,1943,3
959,1943,4
5503,1944,2
5451,1945,4
2105,1945,11
96,1945,14
177,1946,4
6096,1946,7
27,1947,2
32,1948,3
88,1949,2
12,1950,3
5412,1950,10
42,1952,6
4082,1953,4
49,1953,11
288,1953,30
1936,1953,31
8903,1953,35
8903,1953,36
7982,1953,49
1911,1953,67
3951,1953,78
5069,1953,79
83,1954,1
21,1956,2
95,1957,2
741,1958,1
8,1958,4
4435,1959,2
47,1959,3
429,1960,1
8340,1960,2
67,1960,4
40,1961,1
48,1962,1
77,1963,1
22,1964,2
20,1965,1
89,1966,2
53,1967,1
79,1969,4
62,1970,2
2357,1972,1
45,1972,3
1285,1974,8
80,1974,9
9617,1974,13
9565,1976,4
3911,1976,5
91,1977,1
7119,1977,3
2389,1977,5
7119,1977,6
94,1978,1
24,1980,2
959,1980,4
34,1983,1
792,1984,1
18,1985,3
23,1986,3
68,1987,4
54,1988,2
44,1989,1
3763,1990,8
2092,1992,3
959,1992,4
51,1992,5
9,1993,7
14,1994,3
41,1996,1
97,1997,1
64,1999,2
678,2001,1
2013,2001,2
31,2001,3
86,2002,2
5020,2003,1
8064,2003,2
1959,2003,3
450,2003,4
93,2004,1
77,2005,3
2288,2006,1
79,2006,2
12,2007,1
88,2008,1
96,2009,24
741,2010,1
8,2010,3
53,2011,2
30,2012,1
1933,2012,5
83,2013,1
67,2014,1
3171,2014,4
32,2015,1
1965,2016,1
1986,2016,4
58,2016,5
58,2016,6
9624,2016,9
7241,2016,11
89,2018,2
6745,2020,1
5455,2020,4
3272,2020,5
3194,2020,7
8912,2020,8
2155,2020,9
2155,2020,10
3194,2020,12
4435,2020,13
47,2020,14
80,2021,1
885,2021,3
24,2022,3
95,2023,2
40,2024,3
22,2025,3
21,2026,2
91,2028,1
7119,2028,3
966,2028,4
273,2028,6
67,2028,7
4598,2028,8
2357,2029,1
45,2029,3
792,2030,1
927,2030,2
9910,2030,3
1115,2030,5
2288,2030,7
84,2032,2
9565,2032,10
3911,2032,26
2458,2033,1
4271,2033,3
49,2033,6
20,2034,1
97,2040,1
18,2041,2
94,2042,1
34,2044,2
9,2045,5
68,2046,1
2473,2048,4
62,2048,8
44,2049,11
64,2050,3
51,2051,1
54,2052,1
14,2053,3
23,2055,3
31,2056,1
826,2056,3
12,2057,4
6887,2058,2
1118,2058,4
1959,2058,6
53,2059,2
88,2061,1
77,2062,3
83,2063,2
89,2064,1
1933,2065,2
8543,2065,3
47,2065,5
3194,2065,7
21,2067,1
7336,2069,22
793,2069,28
96,2069,37
8580,2069,43
792,2070,1
6439,2070,2
1614,2070,3
7119,2070,4
8,2072,3
93,2074,2
8171,2074,3
20,2075,1
32,2076,1
18,2077,3
5455,2078,1
1799,2078,2
4854,2078,3
68,2078,5
99,2079,1
4534,2079,4
49,2080,4
86,2081,3
24,2082,1
41,2083,1
9,2084,2
80,2086,2
3911,2087,1
9565,2087,14
7119,2088,1
91,2088,5
966,2088,6
273,2088,7
98,2089,1
79,2090,4
45,2091,1
722,2091,2
5455,2092,1
959,2092,2
94,2095,1
34,2097,3
14,2099,3
40,2100,1
7381,2100,12
95,2102,1
97,2103,1
44,2105,2
64,2107,1
12,2109,1
558,2110,1
23,2110,3
4271,2110,5
42,2111,1
62,2114,2
54,2115,2
89,2117,1
77,2118,1
9582,2119,1
6177,2119,4
6760,2119,5
792,2119,6
1127,2119,8
22,2120,1
31,2122,4
51,2123,2
96,2124,4
53,2125,4
58,2126,1
1965,2126,3
58,2126,4
1965,2126,6
7241,2126,8
9624,2126,11
2105,2126,13
2105,2126,14
88,2127,2
47,2128,1
9,2129,8
8779,2130,1
5139,2130,3
21,2130,4
49,2132,3
97,2134,1
8,2135,3
18,2137,1
20,2138,2
45,2140,1
1915,2140,2
6228,2140,3
34,2141,2
100,2142,2
745,2142,6
2010,2143,7
68,2143,10
80,2144,6
99,2145,1
4534,2145,2
83,2147,3
1488,2147,6
5455,2148,2
959,2148,3
1933,2148,6
7119,2149,1
7119,2149,2
91,2149,3
678,2149,8
8340,2152,1
429,2152,3
8743,2152,4
67,2152,5
41,2153,4
79,2154,2
14,2155,2
959,2157,2
24,2157,3
64,2158,2
9873,2159,2
8409,2160,1
12,2160,6
1959,2161,2
94,2162,1
95,2163,1
62,2164,5
44,2165,4
40,2166,1
89,2167,1
4359,2168,2
1476,2168,4
4402,2168,7
259,2168,8
5204,2168,9
3272,2168,12
1985,2168,13
792,2168,14
2731,2168,19
86,2169,1
96,2170,10
42,2171,4
6371,2172,1
101,2172,3
1044,2172,5
4252,2173,3
47,2173,6
48,2174,3
53,2175,2
92,2176,1
2683,2177,1
6371,2177,2
31,2177,3
1040,2178,1
58,2178,2
23,2179,1
777,2179,2
49,2181,5
77,2182,2
54,2184,3
88,2186,1
9,2187,5
97,2188,1
5,2190,2
45,2191,2
8,2193,3
8584,2194,1
21,2194,4
20,2195,1
51,2196,1
99,2197,1
4534,2197,4
2288,2198,1
79,2198,2
7929,2199,1
5789,2199,2
80,2199,3
34,2203,2
32,2204,1
41,2205,2
102,2206,3
6622,2207,6
14,2208,5
68,2209,6
62,2210,9
6371,2211,1
2155,2211,4
1085,2211,6
101,2211,8
1799,2214,2
91,2214,4
6745,2214,6
273,2214,7
89,2217,1
12,2218,2
1933,2219,1
9772,2219,2
7089,2219,3
30,2219,4
83,2221,7
792,2222,1
60,2223,9
4185,2223,16
94,2224,1
77,2225,1
67,2226,1
2683,2226,2
966,2226,5
6349,2226,6
550,2228,1
64,2228,4
1959,2229,1
3907,2229,4
9582,2229,5
44,2231,4
100,2233,3
88,2234,2
708,2235,1
31,2235,2
40,2236,3
23,2237,3
97,2238,1
45,2239,1
96,2240,3
3492,2241,3
49,2241,7
53,2242,2
48,2243,1
8,2244,2
34,2245,2
79,2246,2
54,2247,2
41,2248,1
2092,2249,3
51,2249,6
101,2250,1
6371,2250,4
1592,2251,1
7663,2251,2
439,2251,5
1175,2251,7
7108,2251,8
439,2251,10
47,2251,11
22,2252,1
9,2253,10
5,2254,5
42,2255,6
92,2256,8
86,2257,2
3047,2258,2
4854,2258,3
99,2258,5
5020,2258,6
21,2259,1
80,2261,2
18,2262,2
631,2264,4
1865,2264,5
104,2264,6
7199,2264,9
1959,2264,11
9873,2266,2
3851,2267,1
68,2267,2
102,2270,1
1340,2270,2
89,2271,2
3070,2272,1
67,2272,2
67,2272,3
3171,2272,5
77,2273,1
14,2274,2
20,2276,1
32,2278,5
5543,2279,1
2301,2279,3
1963,2279,4
91,2279,5
12,2280,1
31,2281,2
95,2283,2
83,2284,2
1933,2286,1
2155,2286,2
7758,2286,6
30,2286,7
62,2287,5
273,2288,1
792,2288,3
1118,2288,4
40,2289,1
44,2290,1
58,2291,1
58,2291,3
1965,2291,4
1965,2291,5
9624,2291,7
7241,2291,9
79,2292,16
1090,2292,20
24,2293,2
31,2294,1
407,2294,2
104,2294,4
7924,2295,2
45,2295,3
97,2296,1
88,2298,1
100,2299,1
99,2300,3
4534,2300,4
48,2302,1
96,2303,1
54,2304,1
3851,2306,2
6418,2306,3
4293,2306,4
5204,2306,5
47,2306,7
64,2307,3
23,2308,1
777,2308,6
8,2309,2
2784,2310,3
101,2310,6
1965,2310,10
49,2311,7
18,2312,1
34,2314,1
554,2315,2
14,2316,2
42,2317,1
53,2318,2
22,2319,1
92,2320,1
20,2321,3
51,2322,1
7119,2323,1
7119,2323,2
91,2323,3
678,2323,6
2130,2324,6
5,2325,4
41,2326,17
9620,2327,3
9,2328,13
80,2329,3
21,2330,1
44,2331,1
107,2332,1
5455,2333,1
5020,2333,2
68,2333,4
4293,2334,5
84,2334,7
45,2335,2
40,2337,2
106,2338,1
2322,2340,1
58,2340,2
1465,2340,3
7125,2341,1
102,2342,1
1340,2342,2
88,2343,1
89,2345,1
83,2346,2
67,2347,2
3171,2347,3
77,2348,1
3416,2349,2
31,2349,3
97,2350,1
1933,2351,1
7089,2351,2
30,2351,6
3194,2351,7
12,2353,2
5597,2353,9
96,2354,2
792,2355,1
86,2356,5
99,2358,3
5020,2358,4
62,2359,1
101,2360,1
6371,2360,7
79,2361,1
24,2362,6
2573,2363,1
18,2363,8
8,2365,4
95,2366,1
104,2368,1
2299,2368,3
54,2369,2
48,2370,1
9593,2370,3
418,2371,16
100,2371,31
8340,2371,33
34,2372,2
80,2373,2
6097,2373,6
5,2374,1
22,2375,5
6208,2376,1
1391,2376,4
1959,2376,5
42,2377,4
21,2378,1
23,2379,2
8426,2379,5
4854,2380,1
51,2380,2
2941,2381,1
5503,2382,2
49,2384,4
966,2385,1
91,2385,3
273,2385,4
3500,2386,1
20,2386,2
4661,2387,2
9,2388,7
89,2390,1
53,2391,4
31,2392,2
1985,2392,3
9620,2393,2
97,2394,1
41,2395,3
1368,2397,2
2063,2397,5
58,2397,6
875,2398,1
45,2398,2
44,2402,1
1072,2403,1
3783,2403,3
722,2403,4
600,2404,2
6371,2404,3
101,2404,4
9028,2405,1
12,2405,3
99,2406,1
5503,2406,3
88,2407,1
107,2409,3
40,2410,2
64,2411,2
77,2412,1
67,2413,1
2288,2413,2
3070,2413,3
3171,2413,4
79,2414,1
100,2416,2
106,2417,3
104,2418,1
8,2419,2
18,2420,3
32,2422,1
42,2423,5
102,2424,1
1933,2425,1
7089,2425,2
959,2425,3
8222,2425,4
30,2425,6
83,2426,1
80,2427,4
96,2429,1
54,2430,2
91,2431,1
7119,2431,4
1959,2432,2
24,2433,2
95,2434,1
62,2435,3
20,2436,1
34,2438,2
8225,2440,5
86,2441,4
47,2442,1
45,2443,1
60,2444,1
48,2445,1
9593,2445,3
1985,2446,2
31,2446,3
12,2447,1
21,2448,2
5338,2449,3
1933,2449,4
5020,2449,5
68,2449,6
49,2451,7
2389,2452,2
2092,2452,3
51,2452,4
84,2453,2
77,2454,1
792,2456,1
550,2456,2
31,2456,3
159,2456,5
6371,2457,1
1044,2457,4
101,2457,7
89,2458,1
9,2459,2
88,2461,1
5,2462,2
107,2463,2
427,2464,4
67,2464,6
40,2465,1
7119,2466,2
7119,2466,3
91,2466,4
104,2467,1
2299,2467,2
109,2468,2
8,2469,6
100,2470,1
102,2471,1
41,2472,2
53,2473,4
106,2475,1
44,2476,4
47,2477,2
34,2479,1
80,2480,2
79,2482,2
24,2484,3
18,2485,1
735,2486,1
30,2486,3
7089,2486,4
1933,2486,6
20,2487,1
110,2489,4
4459,2489,12
902,2490,4
32,2490,10
2408,2490,13
54,2491,2
62,2492,1
42,2493,1
21,2494,2
83,2495,4
95,2498,1
12,2499,1
5020,2500,2
5455,2500,3
68,2500,6
3313,2501,4
86,2501,5
1026,2502,1
96,2503,2
60,2504,5
48,2505,1
64,2507,2
984,2509,1
49,2509,3
31,2510,1
2092,2511,2
2278,2511,3
959,2511,4
51,2511,6
4512,2512,17
7583,2512,47
103,2512,50
5593,2512,87
113,2512,118
101,2514,2
6371,2514,4
1936,2515,2
7119,2515,3
91,2515,4
7119,2515,5
6371,2515,6
6307,2515,7
273,2515,8
8,2516,4
45,2518,2
111,2519,1
77,2520,1
104,2521,1
2299,2521,2
8340,2522,2
3012,2522,3
875,2522,4
67,2522,7
89,2523,1
112,2524,7
80,2526,3
18,2527,2
79,2528,3
88,2529,1
792,2530,3
109,2531,1
102,2532,3
5,2533,4
53,2535,1
1090,2536,1
100,2536,2
1933,2537,1
7982,2537,2
30,2537,3
107,2539,1
34,2541,2
110,2542,7
6418,2543,5
4293,2543,6
5455,2543,7
47,2543,8
24,2545,1
40,2546,2
62,2548,3
41,2549,2
95,2550,1
21,2551,2
114,2552,1
42,2553,3
83,2554,2
20,2555,2
3500,2555,3
32,2556,1
6276,2557,10
1959,2558,4
3077,2558,8
94,2559,1
8,2560,1
12,2561,1
44,2562,4
2683,2563,1
31,2563,2
48,2564,1
60,2566,2
2105,2568,9
18,2569,3
4676,2571,21
5044,2571,24
678,2571,29
600,2571,49
8743,2571,118
4499,2571,121
2585,2571,145
128,2571,147
86,2573,3
6371,2575,2
101,2575,4
51,2576,2
22,2577,1
96,2578,7
45,2579,1
875,2579,2
58,2580,1
1040,2580,2
792,2582,1
7119,2583,1
7119,2583,4
91,2583,5
678,2583,6
49,2584,1
104,2585,1
2299,2585,2
2288,2586,1
3070,2586,3
67,2586,4
3171,2586,7
79,2587,3
89,2588,1
112,2589,3
53,2590,3
1933,2591,1
7089,2591,3
30,2591,5
111,2593,1
102,2594,1
3851,2594,2
3851,2596,1
4293,2596,2
6418,2596,3
2092,2596,5
5455,2596,8
47,2596,13
88,2597,2
109,2598,2
978,2599,1
4351,2599,2
41,2600,1
5,2601,1
95,2602,1
12,2603,4
9,2604,4
110,2605,5
24,2607,2
3012,2607,3
1936,2607,5
114,2608,3
8,2609,1
4102,2609,3
3093,2611,2
5455,2611,3
68,2611,5
8443,2612,5
34,2614,1
100,2615,1
101,2616,6
6371,2616,7
600,2616,8
8931,2616,11
5208,2617,1
20,2617,2
40,2618,3
21,2619,4
107,2620,2
83,2621,1
9565,2623,11
3911,2623,23
115,2624,1
80,2625,1
678,2626,2
91,2626,3
31,2626,4
2092,2627,1
51,2627,6
18,2628,1
45,2630,1
62,2631,3
48,2632,1
94,2633,1
2898,2634,1
4385,2634,2
58,2636,2
2074,2636,3
54,2637,1
984,2638,4
1118,2638,6
42,2639,1
49,2640,6
5,2641,2
109,2642,4
792,2643,1
722,2643,2
32,2645,1
4512,2646,18
7583,2646,56
103,2646,59
5593,2646,92
113,2646,117
966,2647,47
230,2647,48
230,2647,49
7257,2647,50
1958,2647,55
6087,2647,61
2016,2647,63
4639,2647,74
8426,2647,112
1586,2647,113
5191,2647,128
5542,2647,135
5902,2647,141
102,2648,3
259,2649,2
114,2649,3
554,2650,2
47,2651,10
79,2652,2
104,2654,1
2182,2654,2
4188,2655,1
9079,2655,2
1295,2655,5
30,2656,2
53,2657,2
96,2658,13
95,2659,1
41,2660,2
37,2661,1
116,2662,1
1865,2663,1
1959,2663,3
68,2665,5
110,2666,3
6691,2666,5
4459,2666,11
12,2667,1
111,2668,3
86,2669,1
24,2670,3
21,2671,2
9,2672,7
112,2673,2
40,2674,1
80,2675,2
88,2677,1
64,2679,1
8,2680,2
20,2681,1
44,2683,3
7119,2684,1
101,2684,6
34,2685,2
91,2687,3
7119,2687,4
7119,2687,5
273,2687,7
115,2688,2
100,2689,5
48,2690,1
54,2691,2
31,2692,2
83,2693,3
3276,2694,3
2092,2694,5
51,2694,6
107,2695,2
1986,2696,1
9624,2696,3
1965,2696,4
7241,2696,6
58,2696,7
1965,2696,8
1965,2696,9
58,2696,10
45,2697,1
2357,2697,2
18,2698,1
62,2699,1
60,2701,4
104,2702,1
79,2703,1
116,2704,1
4402,2705,1
4359,2705,2
1476,2705,5
259,2705,8
5204,2705,9
792,2705,10
3272,2705,13
2731,2705,22
12,2706,2
41,2707,1
793,2708,2
6887,2708,3
3077,2708,4
1959,2708,5
24,2709,2
49,2710,3
21,2711,2
113,2714,5
22,2715,1
5669,2716,2
2341,2717,1
64,2717,2
6590,2718,2
95,2718,10
792,2719,1
67,2719,3
3171,2719,6
109,2721,2
47,2722,1
9,2723,4
53,2725,5
34,2726,2
2857,2727,2
270,2727,4
102,2727,5
4374,2727,6
101,2728,7
80,2729,4
91,2730,3
7119,2730,4
7119,2730,5
110,2732,6
112,2733,2
96,2734,5
427,2735,1
102,2735,6
2182,2735,7
5020,2735,8
68,2735,10
350,2736,35
350,2736,36
3308,2736,64
2851,2736,73
4446,2736,143
4380,2736,146
202,2736,147
2301,2737,1
1828,2737,2
3194,2737,3
30,2737,4
1933,2737,5
111,2738,1
40,2739,3
7381,2739,4
86,2740,1
54,2742,1
42,2744,1
44,2747,2
48,2748,1
88,2749,2
83,2750,1
62,2751,5
12,2752,1
58,2753,8
114,2753,10
1965,2753,11
58,2753,12
20,2754,1
60,2755,2
31,2756,1
9565,2757,18
3911,2757,29
100,2758,7
116,2759,1
45,2760,1
2357,2760,2
18,2761,2
22,2762,1
1959,2764,1
41,2765,1
115,2766,1
34,2767,2
2092,2768,2
51,2768,3
102,2770,1
67,2771,1
3171,2771,3
64,2772,2
8064,2774,3
104,2774,4
3926,2774,5
53,2775,2
112,2776,2
1965,2777,6
792,2777,9
4637,2777,25
6294,2777,47
7628,2777,76
79,2778,5
113,2780,3
21,2781,2
976,2782,2
91,2782,6
1864,2782,8
918,2783,1
51,2783,2
581,2783,3
2074,2783,4
47,2783,5
959,2783,6
3093,2783,7
101,2784,1
6371,2784,2
24,2786,2
49,2787,3
109,2788,2
80,2789,2
107,2790,4
3308,2791,59
2851,2791,70
4446,2791,135
202,2791,139
110,2792,7
3551,2792,14
959,2793,1
959,2793,3
9,2794,1
68,2795,13
6590,2797,2
95,2797,6
88,2798,1
40,2800,2
3578,2801,1
62,2802,2
111,2804,2
9642,2805,2
96,2805,4
84,2806,4
5246,2806,8
3911,2806,23
12,2807,6
86,2808,1
115,2809,1
44,2810,1
875,2812,1
45,2812,2
58,2813,1
1965,2813,2
58,2813,4
7241,2813,7
60,2815,3
2288,2816,1
860,2816,2
678,2816,4
104,2816,5
54,2817,1
64,2818,1
102,2819,2
20,2820,1
1985,2821,2
31,2821,3
961,2821,4
116,2822,2
1115,2823,1
735,2823,2
51,2823,7
67,2823,9
34,2824,3
112,2825,6
83,2826,1
51,2827,2
4184,2827,3
7119,2828,1
722,2828,2
128,2828,4
22,2830,2
7022,2833,2
21,2833,3
100,2834,4
5419,2835,15
4512,2835,16
3854,2835,29
966,2835,34
113,2835,109
48,2836,1
18,2837,1
79,2839,1
101,2840,4
6371,2840,6
3308,2841,62
2851,2841,73
4446,2841,139
202,2841,143
107,2842,3
110,2843,8
3551,2843,15
3851,2844,1
6418,2844,3
4293,2844,4
3194,2844,7
2182,2844,8
47,2844,15
554,2846,4
12,2847,1
1936,2847,4
5412,2847,10
53,2848,2
1799,2849,2
91,2849,4
6745,2849,6
273,2849,7
41,2850,4
88,2851,5
2473,2853,1
24,2853,2
109,2854,3
115,2856,2
6769,2857,37
8646,2857,50
80,2857,57
8382,2858,3
111,2859,7
95,2860,1
68,2861,3
7119,2861,4
44,2864,3
62,2866,1
64,2867,8
9,2868,5
5455,2869,2
959,2869,3
959,2869,4
198,2870,1
2105,2871,1
49,2871,5
32,2872,3
86,2873,2
678,2874,1
31,2874,3
792,2875,1
1018,2875,4
116,2876,6
8584,2877,1
21,2877,3
96,2878,1
102,2879,1
58,2879,2
984,2880,1
2105,2880,2
45,2880,3
3276,2880,4
83,2881,5
5155,2882,1
67,2882,2
3171,2882,3
34,2885,2
2092,2886,1
959,2886,2
1648,2886,3
2473,2886,5
51,2886,7
121,2887,21
8392,2887,31
4877,2887,36
107,2889,2
3519,2890,1
1828,2890,3
104,2890,4
67,2890,5
79,2894,1
3121,2896,2
42,2896,4
112,2897,3
120,2898,5
5020,2898,7
7737,2898,8
7053,2898,13
1592,2898,15
4512,2899,19
7583,2899,54
103,2899,57
113,2899,117
5789,2900,1
18,2900,4
4101,2902,3
80,2904,2
20,2905,1
100,2906,3
7159,2906,5
745,2906,7
111,2907,2
41,2909,1
68,2910,4
116,2912,1
2324,2913,2
24,2913,3
115,2914,1
86,2915,3
2898,2916,2
2898,2916,4
4385,2916,5
101,2917,2
4011,2917,5
4828,2917,7
3531,2919,3
7742,2919,4
2357,2919,7
4184,2919,9
7119,2919,10
2301,2919,12
793,2919,13
4781,2919,14
8468,2919,16
7199,2919,17
1715,2919,18
2529,2919,28
793,2919,29
427,2919,30
31,2919,31
6177,2919,32
31,2919,34
68,2919,36
1933,2921,1
7501,2921,3
7539,2921,4
47,2921,5
1680,2921,7
3194,2921,8
96,2922,2
554,2923,3
350,2924,33
350,2924,34
8856,2924,56
2851,2924,66
4446,2924,138
2747,2924,139
4380,2924,141
202,2924,142
32,2925,12
64,2927,1
95,2928,5
2105,2929,1
49,2929,6
88,2930,1
31,2931,1
109,2933,3
21,2934,2
4188,2936,3
1295,2936,5
106,2937,5
62,2938,1
83,2939,1
67,2940,1
67,2940,2
3070,2940,3
6517,2940,6
3171,2940,8
7089,2941,1
30,2941,3
1933,2941,5
45,2942,1
2357,2942,2
79,2943,4
6760,2944,2
6177,2944,3
9582,2944,4
793,2944,5
792,2944,7
3769,2944,8
2529,2945,4
1965,2945,5
58,2945,6
51,2946,2
44,2947,4
113,2948,5
102,2949,1
58,2949,2
110,2950,5
3926,2951,1
826,2951,2
128,2951,3
2301,2951,5
45,2951,9
80,2953,1
66,2953,2
20,2954,1
8225,2955,5
7552,2956,4
111,2957,3
2853,2958,4
121,2959,5
8543,2960,1
47,2960,3
3194,2960,5
34,2961,2
42,2963,3
116,2964,1
2105,2965,1
2473,2967,1
24,2967,2
18,2968,1
104,2971,3
64,2972,16
53,2974,3
40,2976,7
41,2977,1
54,2978,1
1936,2979,1
8543,2979,3
102,2979,10
68,2979,11
12,2980,1
91,2981,1
7119,2981,2
7119,2981,3
2389,2981,4
4469,2981,6
550,2981,7
48,2982,3
115,2984,2
101,2985,1
2563,2985,8
6371,2985,9
86,2986,1
107,2987,2
120,2988,1
49,2990,2
95,2991,1
554,2992,3
45,2994,1
112,2995,3
67,2996,2
3171,2996,3
96,2997,1
7637,2998,7
7023,2998,32
1843,2998,35
88,2998,47
3463,2998,53
8322,2998,71
2008,2998,78
31,2999,1
113,3000,6
351,3000,8
2182,3001,2
100,3002,6
44,3005,6
32,3006,7
62,3007,5
111,3008,1
1295,3009,1
