author_id,author_name,cited_by
5500,David Kelly,2621
5501,Nick van de Berg,142
5502,Samuel Venner,835
5503,Tomohiko Suzuki,4671
5504,Seamus Donnelly,146
5505,Haocheng Li,42
5506,PULKIT RASTOGI,36
5507,erdem şimşek,15
5508,Dr Steve Faulkner,524
5509,Flavia Tromboni,53
5510,Sanchita Agarwal,140
5511,Meghan Campbell,1218
5512,John Mark P. Martirez,472
5513,Alexander N. Skiba (АН Скиба),4820
5514,Oskar Andersson,159
5515,John Ogbaji Igoli,992
5516,Kate T. Lance,497
5517,Ana Georgina Flesia,814
5518,Carl Lachat,6833
5519,Timothy Bonin,309
5520,Gina Idárraga-Ospina,136
5521,Riikka Mononen,247
5522,Nicolas Dupont,16
5523,"Giacomo Veronese, MD",191
5524,Tatyana Pivneva,1835
5525,Joan McCord,14269
5526,Caitlin Kennedy,5830
5527,Elan Stopnitzky,42
5528,Chris Vinyard,3121
5529,Azizan Baharuddin,500
5530,MARIA REYES GONZÁLEZ RAMÍREZ,3120
5531,Anna Laura Jacob Ferreira,614
5532,Nicole R. Cunningham,170
5533,Vinay Kumar Gadi,149
5534,Thomas Kaufman,22114
5535,Ramon Tena Zaera,5195
5536,Ian H. Witten,97715
5537,Meg Wise,2381
5538,Robert Tubb,33
5539,Mohammadreza Safi,85
5540,Reza Pournaghi,31
5541,Manisha Taneja Pathak,30
5542,Fangming Jin,3431
5543,Xiao-Wei Guo,18
5544,Muhammed Said Boybay,898
5545,Yinan Liu,61
5546,Jennifer R. Brum,1873
5547,Diana Cayuela,229
5548,"Yao, Yingfang or Yao, Ying-Fang",1142
5549,Kenneth C Hohmeier,122
5550,Richard O'Kennedy,12546
5551,Philip Bull,1502
5552,Zhao WANG,1247
5553,Johann F. Petit S.,191
5554,Jasmine Muir,354
5555,"Lye Hock, Ong",427
5556,Diego Peroni,5642
5557,Rodolfo J Dennis,3021
5558,Herbert W. Virgin,35281
5559,Juan Manuel Gumiel Urrutia,16
5560,Márcio Leite de Oliveira,126
5561,John Carty,138
5562,Nguyet NGUYEN THI MINH,1
5563,Esra Saygili Yilmaz,626
5564,Colleen Loo,9989
5565,Dimas Tadeu Covas,7138
5566,Ricardo Montero Martínez,694
5567,Timothy Duty,4271
5568,Jim Simpson,492
5569,Michelle O'Shea,323
5570,ELENA FIGUERO RUIZ,2784
5571,HANY ELSALAMONY,160
5572,Jin-Woo Park,2886
5573,Kasper Pihl Rasmussen,14
5574,Michael Deason,316
5575,Samantha Marsh,400
5576,Steven E. Kahn,89219
5577,Lee Chun-Ying,26
5578,Jalil Modares,66
5579,Ashok K Keshari,602
5580,Michael Mcilwraith,2840
5581,Lauren Gillies Campbell,68
5582,Ho-Chang Jeong,296
5583,bahari belaton,233
5584,Alexandre Dombrovski,2332
5585,Dag Treer,138
5586,James J. Russo,17916
5587,Mads Dyrholm,710
5588,Adutwum Emmanuel,22
5589,timothy frye,4417
5590,Toon Swings,124
5591,Brandon L Giles,124
5592,Stefano D'Angelo,127
5593,Juan Gabriel Alvarez Gonzalez,2911
5594,Matthew Valenti,5306
5595,Dr. Toqeer Mahmood,315
5596,Goran Šimić MD PhD,3020
5597,Monica Prendergast,1624
5598,Ian Cowx,13549
5599,Claudio Pignata,5144
5600,Ganesh Prasad Awasthi,114
5601,Sandra Infante-Villamil,12
5602,Luciana Raquel Vincenzi Fachin,293
5603,Wankun Xie,181
5604,Tanuj Sapra,1425
5605,Jumpei Morimoto,500
5606,Todd Kaufmann,118
5607,Angelica Castilho alonso,946
5608,Ormond MacDougald,24158
5609,Krister Jacobsson,317
5610,Jason Wasiak,4704
5611,Xiaoquan Min,885
5612,Rauri C.K. Bowie,5946
5613,arturo tozzi,1157
5614,Dhanya Pillai,99
5615,Bich Phuong Nguyen,65
5616,Robert Stewart,24100
5617,Malladi Nagalakshmaiah,156
5618,Gustavo D. Salazar Chacón,6
5619,Andreas Hamel,1343
5620,Dhafer Malouche,455
5621,Sivakumar Rajagopal,376
5622,Aini Hussain,4967
5623,Dalila Mil-Homens,548
5624,Zakurdaeva Olga,90
5625,Jianxiong Xiao,10983
5626,Mohamed-Ramzi TEMANNI,464
5627,Juan Fontana,1109
5628,Martin Petzold,32
5629,Mohamad Berahmand,17
5630,Navid Barani,61
5631,Felix Roesel,152
5632,R Douglas Wilson,13898
5633,Frank Staal,15214
5634,Luiz Fernando Silva Magnago,709
5635,Daphné Tuncer,309
5636,Mary Anne Jackson,6559
5637,Lynne Murray,23847
5638,"Shi-You Ding, 丁士友",9111
5639,Amit Saini,1456
5640,Zohar Kampf,875
5641,Carmen Maganto Mateo,407
5642,Rafael Menezes da Costa,132
5643,sushil paudyal,53
5644,Robert McCulloch,14300
5645,Zhengfeng Zhang,366
5646,Nobuo Imai,475
5647,Bethany Shockley,14
5648,Qianhao Li,61
5649,Jeffrey Dotson,152
5650,Ryan Vazquez,3
5651,Brenda Weber,864
5652,Dr. Ashish Baldi,824
5653,Carsten Dietrich,859
5654,David Badre,7695
5655,Tran Duc Vien,3171
5656,Yong-Liang Yang,1569
5657,Tien N. Nguyen,18386
5658,Marc Alier Forment,2597
5659,Jin Seo Park,1542
5660,Chris Rogers,3476
5661,Chris Kortright,50
5662,Jacqueline Marques Petroni,67
5663,谈和平(Tan heping),6116
5664,Tomaž Curk,5921
5665,hailong zhou,229
5666,kerstin pull,1278
5667,R. Daniel Bonfil,2851
5668,Vyvyan Howard,8692
5669,"Adriana Georgescu, PhD. Habil, Principal Investigator grade I",947
5670,Rebogile Mphahlele,168
5671,David Cavanagh,2203
5672,Hans-Ulrich Klein,3624
5673,Peter Fonagy,101450
5674,Tyler K Best,610
5675,Daniel El-Baz,40
5676,Sarbani Ghoshal,1161
5677,Bruce Kirchoff,1018
5678,Magda Azab,489
5679,Rachael Dwyer,64
5680,Carl F. Craver,8826
5681,Matthew John Lang,5816
5682,venkateswara rao kagita,105
5683,Jackie Tam,2072
5684,william s silver,1340
5685,Kenya Shimada,6461
5686,Seiji Watase,1206
5687,Julie Henry,18092
5688,hung-chia Chou,114
5689,Norasiah Muhammad,445
5690,Rustam Al-Shahi Salman,14054
5691,Susan Francis,335
5692,José Daniel Carballeira Rodríguez,2864
5693,Kangjian Qiao,1348
5694,Justin Leinaweaver,37
5695,Emanuela L. Giacomelli,8
5696,Paru Shah,580
5697,Thalles Henrique Pereira,57
5698,corrado gisonni,326
5699,Stephen L. Olsen,31450
5700,Eleanor (Ellie) Castine,34
5701,Thales A. Zamberlan Pereira,8
5702,Peter Petschner,333
5703,David M Slocum,291
5704,PREETHI THOMAS,73
5705,Walter Richtering,12298
5706,Mate Szabo,11
5707,JUAN CARLOS ARIAS GOMEZ,6668
5708,Caitlin E. Blackmore,96
5709,Lei Kou,129
5710,"Chiang, Yi-hsuan",282
5711,Lingpeng Cheng,571
5712,Peter Frigaard,2635
5713,Mustafa Bal,1730
5714,SAMI RYAD ZOUZOU,1
5715,Casey Zak,147
5716,Pouya Hassandarvish,1439
5717,Chia-Hua Ho,708
5718,Ramchandra Sapkal,154
5719,Юрий Ткаченко; Yurii Tkachenko,46
5720,Andreas Beyer,7639
5721,Yi-Hsuan Shih,140
5722,José Maria González Barroso,6607
5723,Zhongze Gu,15178
5724,Dennis Reinhardt,1376
5725,Jean-Louis Dessalles,1730
5726,"Xiao, Zhi (肖智)",1723
5727,Dr Veeresh Kumar G B,3094
5728,Chan hoong Leong,1333
5729,Hui Miao,3377
5730,Claudia Sousa Monteiro,43
5731,Seung-Ho Jung,1541
5732,"Nelson Y. Dzade, PhD",351
5733,Jacek Szafran,109
5734,Matthew Kramer,11786
5735,Dequan Wang,370
5736,Kai Böhme,837
5737,Jianping Hu,2844
5738,Jelle Van Leene,1825
5739,Yingzi Wang,371
5740,Celal Evci,203
5741,Alexandre G. de Brevern,3358
5742,Robert Donnelly,4898
5743,Alfredo G. Hernández-Díaz,1932
5744,Zhisheng Zhang,210
5745,Robert O. Neidigh,24
5746,Amanda Vieillard,63
5747,Nikolaos Mihalopoulos,16486
5748,Lawrence H. Snyder,11060
5749,"Thomas Li-Ping Tang, Ph.D.",10391
5750,thibault gisselbrecht,51
5751,Amy Kang,179
5752,Seiyed Mossa Hosseini,503
5753,Gökhan BİLİR,305
5754,Maria Lassila-Merisalo,133
5755,Stephen W Olson,579
5756,Johan Helsing,1688
5757,Ao Xia （夏奡）,1669
5758,Devin Holman,321
5759,Robert Waldstein,96
5760,Borja Cirera,227
5761,Lizbeth Hernandez Ronquillo,1973
5762,Stuart J Wilson,91
5763,Wang Pengfei,18
5764,Lai-Shan Tam,11816
5765,Laura Lowe Forrest,3465
5766,Virendra Pal Singh,26855
5767,Isidro Campos,385
5768,Takeshi Kuroha,1741
5769,John C Mosher,9633
5770,Wei-Yun Ma,377
5771,Evgeny Andreevich VINOGRADOV,1723
5772,Nguyen Trong Hong Phuc,16
5773,Sharon Prendeville,259
5774,Katie E Garrison,68
5775,Azade Dogan,86
5776,Antoine F. Mulaba-Bafubiandi,94
5777,Dean L Mayfield,55
5778,Monica (Diochon) Lent,1161
5779,Catia Arbizzani,4792
5780,Dhanushka NP Munkanatta Godage,61
5781,Nicholas Jordan,4249
5782,Lluís Corominas,1970
5783,Elizabeth Brite,98
5784,Julie Chih-yu Chen,1923
5785,sanjay chauhan,281
5786,Soo Hyeon Lee,3577
5787,Joseph Chamieh,272
5788,"Pasquale Massimo Picone, PhD",184
5789,Hans-Erik Andersen,3247
5790,Nathan Mara,5693
5791,Eun Ah Lee,293
5792,Jeremy Herman,1174
5793,Dariusz Asanowicz,499
5794,Christof Megnin,139
5795,Arne Mooers,10969
5796,Marco Andrea Riva,7666
5797,Anna Jansson,67
5798,Magda A Eldomiaty,219
5799,Yuanyuan Zhou,13893
5800,Yolanda Jane McDonald,154
5801,Jiyoon Bu,73
5802,Ayman Fayed,1174
5803,Steven Belknap,3559
5804,Thomas Doherty,220122
5805,Tong Xiaojiao,664
5806,Michael Glaß,1590
5807,Andrés Hoyos-Idrobo,221
5808,Wahied Gharieb Ali Abdelaal,387
5809,Mayur Sharma,853
5810,Tianmao Lai,51
5811,Ruth Marlene Aguilar Feijoo,236
5812,Binzhen Zhou,128
5813,Sanil Sreekumar,692
5814,Meghan Callahan,14
5815,"P. Ellen Grant, MD MSc",11540
5816,Ron Efrat,4
5817,Mohammed Hussein Awwad,560
5818,Charles Oo,957
5819,Antonio Luchetta,787
5820,Christopher J Stevenson,460
5821,James Berger,38849
5822,Laura Nielsen Lammers,512
5823,Anbang Yao,1308
5824,DAVID MADRID COSTA,1620
5825,john mundy,18565
5826,Jinghui Lyu,210
5827,Richard Rojas,279
5828,Thomas Monks,340
5829,Xuesong Li,36054
5830,Manaf AlMatar,122
5831,jin jiang,9
5832,Seong-Ju Hwang,8119
5833,ilker küçükoğlu,149
5834,Balasubramanyam Annangi,677
5835,Angela Tomczik,106
5836,Jürgen Vogt,396
5837,Teresa Cecchi,860
5838,Lisa Emerson,474
5839,Bertrand Le Saux,1103
5840,Jiafeng Hu,359
5841,Daniel Dajun Zeng ,12458
5842,Paulina Gil-Kulik,134
5843,Livia Paulia Dias Ribeiro,27
5844,Francisco Raul Carrillo Pedroza,441
5845,James A Yorke,67102
5846,Xiaomei Nian,251
5847,Thilo R. Huning,10
5848,Benjamin Blau,1427
5849,Andrea Townsend-Nicholson,2366
5850,Adel Tannous,555
5851,Kumaragurubaran Karthik,1753
5852,Cynthia Lake Howell,149
5853,Chin Yik Lee,38
5854,John T Bernert,9843
5855,David Leib,16419
5856,Ravi Teja Vedula,36
5857,Binita Kamath,2923
5858,Assunta Fabozzo,205
5859,Weerakorn Ongsakul,3978
5860,Mukhles Sowwan,953
5861,Christoph Schran,31
5862,Gregory A. Ross,248
5863,Xiaoyan Zhang,10027
5864,Yumi Yashiro-Ohtani,3645
5865,Bob Baxley,2141
5866,Gilberto Hideo Kaihami,136
5867,Shamil Naoum,2086
5868,Anil K. Kodali,195
5869,Ramasubbareddy Dhanireddy,2769
5870,Shahbaz Ahmad Zakki,11
5871,Luciano Neder,7736
5872,Leão Pereira Pinto,1858
5873,Eyal Gottlieb,20651
5874,Yenny Villuendas-Rey,163
5875,Elena Gómez Alvarez,515
5876,Courtney Lyles,2140
5877,Alec Coutroubis,55
5878,Michael T. Koller,4574
5879,jemeen sreedharan,5063
5880,"Sebastian G. Russo, M.D., PhD, D.E.A.A., MaHM",3162
5881,Matthew Parsons,994
5882,Alessandra Scotto di Freca,276
5883,Kimberly E Samuels-Crow,159
5884,Michael Buonanno,22
5885,Arthur H. Harris,1740
5886,Mark McCann,327
5887,David Parsons,5769
5888,Ian V McPhail,248
5889,Sara Y  Cheng,55
5890,LEONG KOK HOONG,562
5891,Jennifer B. Fields,12
5892,Ｗan-Chen Li,34
5893,Anna Jordina Llorens Ferrer,26
5894,Eric Francisco Simão dos Santos,9
5895,Wan-Chen Lee,16
5896,Mark Gresnigt,1876
5897,AULIA ARHAM,19
5898,John-Olov Jansson,39179
5899,Eric Waltari,1557
5900,Juan Carlos Campaña,137
5901,Kristen M. Kennedy,7325
5902,Kang Chunsheng or Chun-sheng Kang,10092
5903,Sumit Kumar,16078
5904,Christopher G Kruse,158
5905,Lin Zschiedrich,2225
5906,Augusto Montisci,659
5907,Shannon McClain,430
5908,Aekyung Kim,45
5909,Paweena U-Thainual,256
5910,Yu-Chuan Ou,241
5911,"Gaurav Thareja, G.Thareja",864
5912,Karen Lasser,19475
5913,Karthik Narasimhan,1035
5914,Laura Hindersin,124
5915,Hyeong-Ahn Kwon,27
5916,Andy Jarvis,28099
5917,Thibaud Decaens,6370
5918,Peter Arcidiacono,4674
5919,Guo-Ping Zhou,4073
5920,Young-seok Lee,267
5921,Tim Meehan,2265
5922,Geoffrey Ndu,97
5923,Christopher Zobel,1653
5924,Henry Debem,67
5925,Malgorzata Guzowska,123
5926,Dr Ranjit Kumar,11092
5927,Jordan Glenn,224
5928,Claire Waterton,1749
5929,Ming-Hui Chen,21929
5930,Eunji Lee,4489
5931,Mehmet Ekmekci,368
5932,Niamh Moloney,1020
5933,Maria Smatti,23
5934,Aleksandar Vencl,1116
5935,Nantawat Tatiyaborworntham,138
5936,Stuart Chapman Hill,6
5937,Stephen LaConte,4419
5938,Ethan Kerzner,70
5939,Rosario Valdez Santiago,1491
5940,John Concato,38544
5941,Xiaolei Wang,21426
5942,Amrakh I. Mamedov (A.I. Mamedov),1495
5943,Melicia Whitt-Glover,6301
5944,Rafael Godoy Rubio,228
5945,Fabrizio Cossu,123
5946,Jeong-Hoon Park,778
5947,Hakan Ates,324
5948,Abdul Hakim Khan,149
5949,Jin-Woo Kim,3122
5950,Jin Chern Chiou,26883
5951,Geoffrey Caruso,774
5952,frédéric Dailler,836
5953,Donghua Hu,107
5954,Sanjiv J. Shah,40056
5955,Myungjoon Choi,343
5956,Michael Varnum,2754
5957,Richard af Klint,265
5958,Udi Sommer,307
5959,Cristina Prieto Fernandez,182
5960,Myung-jin JUN,1625
5961,Walaa El-houseiny,13
5962,Corinna A. Faust-Christmann,112
5963,Stéphanie Dumont,484
5964,Tomasz Pospieszny,205
5965,Saikat Chowdhury,583
5966,Cristina Prieto-Olavarría,121
5967,Mohammed Mehdi Farid,14513
5968,Stephen  Hearn,8186
5969,Amir Masoud Rabiei,283
5970,Richard A. Brandon-Friedman,44
5971,Clay Prater,93
5972,David Coquil,247
5973,Jean-Marie Heydel,1197
5974,Noelle Fields,279
5975,Douglas Schuler,5522
5976,Seyed Mojtaba Zebarjad,3054
5977,Shah Saeed Hassan Chowdhury,176
5978,Nivedita Das,11
5979,Rafael Rogo,250
5980,Hanne Berthelsen,207
5981,W. Boone Law,48
5982,MARIA JOSE ALVAREZ  ALONSO,816
5983,Ian G Cox,3775
5984,AbdelRahman Yousry Ali Fouda,412
5985,Rengaswamy Ramesh,7602
5986,Werner G. Krebs,3304
5987,Sohee Jeong,2572
5988,Lourdes Mattos Brasil,562
5989,Yu-Lin Wang,1920
5990,Sherry Bhalla,241
5991,Lukhanyo H. Nyati,74
5992,Lihua Jiang,65
5993,Ranjit Giri,1838
5994,Sajid Alvi,1
5995,Laura Schaposnik,234
5996,Young Ho Koh,8222
5997,Dr. Gorachand Dutta,169
5998,Hongyang(Bruce) Yang,8
5999,Guilherme Ferreira da Silva,891
6000,Shou-Hao Chiang,686
6001,Masatomo Hashimoto,213
6002,Mesut Yalçın,218
6003,Nalda Wainwright,72
6004,Shengliang Xu,921
6005,Mikael Andersson Franko,454
6006,Ki-Woong Park,3281
6007,Ronald Sass,7406
6008,Renhai Zhong,2
6009,George Em Karniadakis,43773
6010,Moon-Soo Soh,2010
6011,Carmen Navarro Aranda,2620
6012,Ivan Ramos Sasselli,360
6013,Leonardo M. Giuffrida,21
6014,Derek Greene,2932
6015,KAMMOUN MOHAMED ALI,45
6016,Hsin-Liu (Cindy) Kao,254
6017,Arvind Kannan,875
6018,Guo-Wei Lu,1146
6019,Julie P Martin,2026
6020,Jiri Marsalek,6449
6021,Allen MacKenzie,5629
6022,Kesha Morant Williams,99
6023,Guy Perrier,1493
6024,Emad Aboud,529
6025,Samuel Olumide Akande,6
6026,Davide De Maio,2
6027,Samuel Akande,1
6028,Seungil Kim,330
6029,Satish Kumar Chauhan,21
6030,BYUNGRAE CHO,68
6031,Hilary I. Inyang,2243
6032,Zeng Yiwen,201
6033,Khongorzul Batchuluun,35
6034,Antonio Granell,7977
6035,Jessica K Klar,284
6036,laurent maillaud,71
6037,Melissa Gomez,32
6038,Lucy Bowes,3847
6039,Min Li Zeng,49
6040,Caroline Proulx,750
6041,Tae-ha HWANG,10
6042,shimaa Abdel-Atty,115
6043,Praveena Nair,116
6044,Antti Matikainen,127
6045,Ming-Cheng Chan,1084
6046,Roberto Oliveira Dantas,6663
6047,Jan Kiesewetter,238
6048,Mingshen Sun,453
6049,Fredrik Georgsson,342
6050,Hon Jung Liew,409
6051,Anton Zvonarev,49
6052,Emmanuel Faure,348
6053,"Ruizhi Zhao, PhD",83
6054,Haitham Hassan,23
6055,Matthew D. Albaugh,1201
6056,Adam J. Fischmann,163
6057,Jan Dreiser,4387
6058,James Q. Wilson,69336
6059,Dong-Heui Kwak,391
6060,Inácio de Loiola Meirelles Junqueira de Azevedo,2826
6061,Mayanja Ronald,32
6062,Kevin Frank,740
6063,James Austin Turner,130
6064,Mojtaba Raji,32
6065,Syed Fahad Tahir,261
6066,M. Tariq Javed,1004
6067,Paolo Angeli,18985
6068,William Symons,115
6069,Malte Schwinger,884
6070,Gabriele Girelli,96
6071,Ho Won Jang,8701
6072,sara karimi zeverdegani,45
6073,Keith L. Keene,1263
6074,Bernhard Tittmann,4442
6075,Hai-Hu Wen,13747
6076,Peter Galle,59816
6077,Michael Alles,3529
6078,Alex Fabiano Cortez Campos,1329
6079,Arun S. Kharat,506
6080,Juan Ignacio Rengifo Gallego,234
6081,Ebrahim Afsar Dizaj,56
6082,Erich Grotewold,16612
6083,Wei Zhao,26
6084,SAMIULLAH KHAN,1032
6085,Jeanne Brooks-Gunn,102088
6086,Philip Roberts,6870
6087,Julia Cramer,581
6088,Andrea Picchianti Diamanti,735
6089,Ana velasco González de Peredo,12
6090,Minh-Duy Phan,3073
6091,Andrew Schrank,3115
6092,Tuguldur Sukhbold,885
6093,Linghui Li,54
6094,Julia H. Lehman,183
6095,Paul Reasenberg,9673
6096,Alejandro Tello,723
6097,James R. Carey,13148
6098,"Andrea Santos-Garcia, PhD",206
6099,tony zhang,21242
6100,Yasodinee Wimalasiri,447
6101,Ryo Higuchi-Sanabria,165
6102,Jose Abdelnour Nocera,585
6103,Vian Bakir,717
6104,Caitlin E. Wilhelm,8
6105,Tim-Patrick Fellinger,3672
6106,Kathleen Dickson,1723
6107,Lee Colquitt,615
6108,Zhenghong (Hannah) Xu,1802
6109,Chan Woong Na,1921
6110,"Menaka Ariyaratne, Ph.D.",9
6111,Robin Howard Dasler,15
6112,Yun Chan Kang,15042
6113,Sylvain Marcel,909
6114,"Cris, Wai Ching Liu",24618
6115,Jacques P. Barber,18168
6116,Himanshu Sahni,71
6117,Madhu Babu Golla,79
6118,Ragan A Pitner,4
6119,Lawrence K. Forbes,2941
6120,Thangiah Geetha,3708
6121,Michael Antoni,26017
6122,Clem Herman,311
6123,Débora Rodrigues de Souza-Campana,151
6124,Rhouma Rhouma,1504
6125,Jonathan Loree,924
6126,Woo-Jin Han,14065
6127,Juan Carlos Aravena,2948
6128,Stephanie Lyn Orme,11
6129,Esteban Moya PhD,605
6130,Kara T. McGillicuddy,87
6131,Rothem Kovner,124
6132,Diego Lindoso,253
6133,Kenji Kutsuna,672
6134,Xiaoxia Han,134
6135,Yingkai Ouyang,137
6136,Pilar Fernandez-Ibañez,9061
6137,Mauricio Quesada,7138
6138,Robert Saccone,383
6139,Matthew Gnagey,5
6140,Khatereh Yousefi-Rad,9
6141,Mahmoud Umar Sani,2316
6142,Dr Camille Artur,151
6143,Antonella Castellano,1228
6144,Suzana Ferreira-Dias,2268
6145,Kevin Butterworth,18
6146,Iryna Antonyshyn,11
6147,Lee Tarpley,1979
6148,shiiba atsushi,74
6149,Rynson W.H. Lau,4213
6150,Sweta Tiwari,68
6151,Bohdan Pomahac M.D.,4046
6152,Mina Park,153
6153,Graziela Miot da Silva,448
6154,Philip R. Walsh,607
6155,francesco strafella,2266
6156,Patricia Pesavento,3753
6157,Maria Paula Correia de souza,222
6158,Rodrigo Ramirez-Tagle,568
6159,Rashmi Prasad,3413
6160,MIGUELANGELO GIANEZINI,256
6161,Hervé Panetto,3199
6162,Sriramulu Mohan,54484
6163,Farimah Masrouri,1389
6164,Harrison H. Barrett,19018
6165,Conor Evans,5732
6166,"Bikash Sarkar, Senior Scientist",553
6167,Leonie Valentine,987
6168,Ellen Behrend,2018
6169,Dr Annie Brookman-Byrne,46
6170,Rune Haubo Bojesen Christensen,10589
6171,Joanne Jacobson,52
6172,Howard Schneider,839
6173,rudolf winter-ebmer,7268
6174,Mutaz Elradi S. Saeed,11
6175,CHARLES ANTWI-BOASIAKO,237
6176,Jean-Louis Mergny,18433
6177,Jing-Sha Xu,81
6178,Zefeng Ren 任泽峰,1774
6179,Luisa Rincon,83
6180,Loo Chien Wang,100
6181,Peter Steinberg,18254
6182,"Савченко Роман Олександрович, Savchenko Roman (ORCID: 0000-0002-4586-9426)",46
6183,Yoel Arieli,1809
6184,Peyman Naderi,216
6185,Maria-Jose Garbajosa-Cabello,10
6186,Saulo Barbará de Oliveira,766
6187,Lucia Pita,341
6188,Charles N Melton,23
6189,Kevin Teather,1463
6190,Clemens Trautwein,245
6191,Francinete Ramos Campos,1158
6192,Dorte Vistisen,2928
6193,JOSE MIGUEL FLORES FERNANDEZ,367
6194,Seung Heon Han,2428
6195,George Michalopoulos,34867
6196,Alfonso Sepúlveda,620
6197,lili Zhang,16317
6198,Arjun Radhakrishna,477
6199,balakrishnan ramasamy,27
6200,Nicholas Arnold-Medabalimi,54
6201,Michael Herron,5011
6202,"John Filler, Ph.D.",636
6203,Gang Hu,18866
6204,Jungmin Yoo,186
6205,Mark E. Robson,23686
6206,Ioannis Katramados,121
6207,Shang-Hsin Wu,161
6208,Botao Liu,947
6209,Ambesh Kumar,13
6210,Ben Maughan,1862
6211,Yun-Guang Han,175
6212,Amamudin Ansari,30
6213,Tonny Krijnen,186
6214,Ruijun Wang,577
6215,Avinash Singh Patel,50
6216,Gandhali Bapat,47
6217,Prantik Mandal,2046
6218,Gordon Grant,8323
6219,James M. Bowen,1652
6220,Artur Tomaszewski,1098
6221,Jennifer A. Livingston,4550
6222,Gethin Hughes,997
6223,Amer Jabarin,299
6224,Venkatraju Jella,42
6225,Regan Watts,527
6226,Robert L Wears,13913
6227,Sohrab Khanmohammadi,1165
6228,Xihong Lu,18597
6229,Mohamed Kamal Ahmed Ali (M.K.A. Ali),516
6230,Brigida Fernández de Simón,2922
6231,Chao-Hsin Huang,29
6232,Jonathan Luffarelli,38
6233,Gregory Kahn,696
6234,Ryo Nozu,240
6235,MAGDALENA Pereira,526
6236,Svyatoslav Korneev,91
6237,Myung Hyun Jo,488
6238,Celestino Padeste,2507
6239,James Edholm,172
6240,Aidan MacNamara,719
6241,Baptiste Girault,170
6242,Bonsung Koo,185
6243,christophe chassenieux,3415
6244,Dimitris papoulis,804
6245,Ali Afsahi,799
6246,Hye-Sung Lee,2580
6247,Farzad Bashtani,49
6248,Shinduk Lee,31
6249,Jianghai Yang,915
6250,Hironobu Fujiyoshi,6385
6251,Jochen Bodem,1686
6252,Karlijn Meeks,351
6253,Vladimir I. Zhukov,49
6254,Arindam Samanta,1807
6255,Adrian Gerald McNicholl,2393
6256,Mohammad Alshabeeb,2
6257,Anna - Irini Koukkou,917
6258,Viral Jain,169
6259,Rogerio Serpone Bueno,142
6260,Thiago Corrêa de Souza,514
6261,David Cortez,16119
6262,Taehong Cho,4748
6263,Luciano Merlini,23618
6264,Etienne Brasselet,2561
6265,Moran Rubinstein,351
6266,Bruce Freeman,60426
6267,Nancy Berman,7561
6268,John Strikwerda,5077
6269,todd  R. WILLIAMS,825
6270,P'ng Loke,6279
6271,Antonio José Calderón Godoy,30
6272,parisa sadeghi,74
6273,HEE-SOOL RHO,2295
6274,Matthew P. Ayres,10416
6275,Anna Sala-Puigdollers,98
6276,Russell Lang,7647
6277,Maria Leandra Terencio,219
6278,Ana Maria Segall-Corrêa,9374
6279,Khalid Mustafa Economics,286
6280,Geoffrey M Hodgson,38908
6281,Simone Carradori,3670
6282,Claudio M. Radaelli,18673
6283,Samson Jamesdaniel,725
6284,Alexis Adams-Clark,19
6285,Betül Baykan (Baykal),1856
6286,"Debanjan Bhattacharya, PhD",119
6287,Robert O. Ryan,9193
6288,Arpan Samanta,127
6289,Tomris Cesuroglu,181
6290,Taek-Soo Kim,4091
6291,Indra D. Bhatt,2259
6292,Jia-Ren Lin,1871
6293,M Florencia Rey Burusco,122
6294,Qiuping A. Wang,1396
6295,Wenshu Luo,812
6296,Kristin Dunkle,7368
6297,Yusuke Maeda,965
6298,Young-Choon Kim,156
6299,Marc Sosef,2172
6300,Michelle Weirathmueller,144
6301,Swatipriyanka Sen,137
6302,Nils-Halvdan Morken,1530
6303,John H. Tyler,3645
6304,Sejoon Oh,18
6305,Janet Hanwen ZHANG,79
6306,Alice E McGovern,677
6307,Prof. Duan-Yu Chen,23930
6308,Seung Ju Han,560
6309,Abraham Miller-Rushing,6209
6310,Mudhahir Ismail Al-Ajmi,2830
6311,Glenda Macqueen,22337
6312,Denis Pelli,23043
6313,Galina Voloshin,16
6314,Laura Chiossone,1627
6315,Kerri Milita,54
6316,Patrick Verwijmeren,1360
6317,Jayaprakash Rajan,1828
6318,Ruoding Tan,189
6319,Vlad Mario Homutescu,37
6320,RONG YIPING,1776
6321,Terrill Saxon,858
6322,Keith Berube,290
6323,sichen li,4
6324,Saeid Safari,1527
6325,Selden Crary,937
6326,Jens Georg,1910
6327,Peter Lievens,8105
6328,Tom Hawkins,197
6329,Ezio Santagata,1156
6330,Yoshikazu Suzuki,1
6331,Masaki Endo,1375
6332,Johan P. Larsson,423
6333,Soni Nakul,34
6334,Frank D. Rinkevich,954
6335,Jelena Korać Prlić,1126
6336,Shiloh Groot,643
6337,Joseph Wong,2441
6338,"Ashley Thomas Martino, PhD",761
6339,Feng Luan,3822
6340,Bruna de Araujo Lima,411
6341,Mingyu Hu,58
6342,Maura Hahnenberger,491
6343,Wei Xie,9353
6344,Postolica Vasile,568
6345,Jinzhi Lei,8909
6346,Nicola Pecchioni,3849
6347,Giuseppe Barbieri,4566
6348,Khalil Hajiasgharzadeh,50
6349,Wen Cai Zhang,839
6350,Saulius Juodkazis,15783
6351,Claudio Minero,15563
6352,Dennis Mathew,1045
6353,John Dennis,30794
